StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q31,Q21,Q22,Q22_8_TEXT,Q23,Q26,Q14,Q7,Q7_9_TEXT,Q27_1,Q27_2,Q27_3,Q19_1_x,Q19_1_y
2023-05-11 16:10:21,2023-05-11 16:11:13,IP Address,100,51,True,2023-05-11 16:11:14,R_p0G1mWARjH4wHbb,anonymous,EN,P0016,,Off campus,Home,,,,Paperwork,"E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,2,3.5,394,682
2023-05-11 16:10:40,2023-05-11 16:11:17,IP Address,100,36,True,2023-05-11 16:11:17,R_2YQC3flhyXPqQdJ,anonymous,EN,P0003,,On campus,,,ENC Engineering Building III,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,608,468
2023-05-11 16:11:23,2023-05-11 16:13:17,IP Address,100,114,True,2023-05-11 16:13:18,R_32VZo2NFaTKTJfO,anonymous,EN,P0011,,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,Cleaning,Text Messaging / iMessage,,3.4,3.3,4,235,152
2023-05-11 16:28:03,2023-05-11 16:29:00,IP Address,100,57,True,2023-05-11 16:29:01,R_8w9mY0YEqLIlL4l,anonymous,EN,P0014,,Off campus,Home,,,,"Watching tv, eating lunch ",None,,4,5,4.5,487,648
2023-05-11 16:31:30,2023-05-11 16:32:44,IP Address,100,74,True,2023-05-11 16:32:45,R_32RtEM3f3RIQpWk,anonymous,EN,P0022,,Off campus,Home,,,,"Sleeping and eating ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.6,5.2,4.5,640,241
2023-05-11 18:00:30,2023-05-11 18:01:05,IP Address,100,34,True,2023-05-11 18:01:06,R_0lhiQxRAhuHGEZX,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,4,4,646,512
2023-05-11 18:00:44,2023-05-11 18:03:18,IP Address,100,154,True,2023-05-11 18:03:19,R_1gG4RRkdL2ET8Vy,anonymous,EN,P0016,,Off campus,At a friend's house,,,,Been with friends,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.5,2.6,4.5,511,383
2023-05-11 18:25:13,2023-05-11 18:25:50,IP Address,100,37,True,2023-05-11 18:25:50,R_1HitGBM4WrbdAkO,anonymous,EN,P0011,,Off campus,Grocery shopping,,,,"Grocery shopping ",None,,4.5,4.8,4.8,676,457
2023-05-11 18:42:43,2023-05-11 18:43:25,IP Address,100,42,True,2023-05-11 18:43:26,R_3nSP3rPIFkmnJkT,anonymous,EN,P0014,,Off campus,Home,,,,Talking with friends,None,,4,5,4.5,259,648
2023-05-11 19:31:55,2023-05-11 19:33:01,IP Address,100,65,True,2023-05-11 19:33:02,R_3GwZ1bHsTUNjsXN,anonymous,EN,P0022,,Off campus,Other (please describe in 5 words or less),"Church ",,,Driving and eating,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.9,5.3,5.2,669,422
2023-05-11 20:00:37,2023-05-11 20:01:07,IP Address,100,30,True,2023-05-11 20:01:08,R_0omX7CJHtS8Qb1T,anonymous,EN,P0003,,Off campus,Home,,,,"Cooking, chores","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,640,537
2023-05-11 20:03:10,2023-05-11 20:04:18,IP Address,100,67,True,2023-05-11 20:04:19,R_2Yifqpj8d2uaMCH,anonymous,EN,P0016,,Off campus,Home,,,,"Meal prep, house chores","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.5,2.5,4.5,511,621
2023-05-11 20:05:30,2023-05-11 20:06:50,IP Address,100,79,True,2023-05-11 20:06:51,R_agyOXpp7QJh9n21,anonymous,EN,P0014,,Off campus,Home,,,,Watching movie,None,,4.9,4.9,4.9,512,646
2023-05-11 20:21:52,2023-05-11 20:22:53,IP Address,100,61,True,2023-05-11 20:22:54,R_3I5lPJbZuYcILp5,anonymous,EN,P0011,,Off campus,Home,,,,"Cooking with food ",Text Messaging / iMessage,,5,5,5.9,608,208
2023-05-11 21:45:22,2023-05-11 21:46:21,IP Address,100,58,True,2023-05-11 21:46:21,R_2zx1MwrZob4447o,anonymous,EN,P0022,,Off campus,Other (please describe in 5 words or less),Church,,,Praying and talking,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,7,7,5.8,580,170
2023-05-12 10:00:20,2023-05-12 10:01:08,IP Address,100,47,True,2023-05-12 10:01:09,R_3HqcNtrtyzifTyS,anonymous,EN,P0014,,Off campus,Home,,,,"Taking nap, driving",Text Messaging / iMessage,,3,4.5,3,171,593
2023-05-12 10:00:25,2023-05-12 10:01:11,IP Address,100,45,True,2023-05-12 10:01:12,R_UK0iVb2be15jACB,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Eating, getting ready, driving ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,679,375
2023-05-12 10:02:28,2023-05-12 10:05:08,IP Address,100,160,True,2023-05-12 10:05:09,R_9sLMsiGpNEUv1C1,anonymous,EN,P0019,,Off campus,Home,,,,In bed,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail",,2.8,3.1,2.9,124,250
2023-05-12 10:04:04,2023-05-12 10:05:39,IP Address,100,94,True,2023-05-12 10:05:40,R_10IAa9w4Ik5gUlL,anonymous,EN,P0017,,Off campus,Home,,,,Sleeping,"Discord / Slack / WhatsApp,Text Messaging / iMessage",,3,3,2,273,649
2023-05-12 10:43:25,2023-05-12 10:44:01,IP Address,100,35,True,2023-05-12 10:44:02,R_3L4N2qkr2XJCefh,anonymous,EN,P0016,,Off campus,Home,,,,"Sleep ",,,2.5,2.3,2.1,457,655
2023-05-12 11:03:23,2023-05-12 11:05:48,IP Address,100,145,True,2023-05-12 11:05:49,R_1lb2TcldNtl17GE,anonymous,EN,P0022,,Off campus,Home,,,,"Sleeping and on social media ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,5.7,6.1,6.7,647,294
2023-05-12 12:00:45,2023-05-12 12:02:48,IP Address,100,122,True,2023-05-12 12:02:48,R_3D2BBHPlqSMIQ1Z,anonymous,EN,P0022,,Off campus,Home,,,,"Watching tv, eating breakfast ",Text Messaging / iMessage,,6,6.1,6,629,192
2023-05-12 12:07:15,2023-05-12 12:08:11,IP Address,100,55,True,2023-05-12 12:08:12,R_d5wgGiI59inh4Jz,anonymous,EN,P0019,,Off campus,Other (please describe in 5 words or less),Gym,,,Working out,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,4,4,4,97,299
2023-05-12 12:21:57,2023-05-12 12:22:41,IP Address,100,44,True,2023-05-12 12:22:42,R_3KO9EFYtoTjLOky,anonymous,EN,P0016,,Off campus,Home,,,,Hangover sick,None,,1.5,1.1,1.7,378,475
2023-05-12 12:32:02,2023-05-12 12:32:54,IP Address,100,52,True,2023-05-12 12:32:54,R_aXIB0WeGB1I3TAB,anonymous,EN,P0017,,Off campus,Home,,,,Playing games,"Discord / Slack / WhatsApp,Text Messaging / iMessage",,3,3,2.1,329,536
2023-05-12 12:38:15,2023-05-12 12:38:40,IP Address,100,25,True,2023-05-12 12:38:41,R_3Q009j7eBTrfZPj,anonymous,EN,P0003,,Off campus,Home,,,,Driving,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,4,4,656,458
2023-05-12 12:39:43,2023-05-12 12:40:51,IP Address,100,68,True,2023-05-12 12:40:52,R_3NCFqEyu7TbPzY6,anonymous,EN,P0014,,Off campus,Home,,,,"Driving around, talking with boyfriend ",Text Messaging / iMessage,,4.5,5.5,5,394,666
2023-05-12 12:42:19,2023-05-12 12:43:09,IP Address,100,49,True,2023-05-12 12:43:09,R_27p7bPRMPYR0FUB,anonymous,EN,P0011,,Off campus,Home,,,,Cooked with friend,"Discord / Slack / WhatsApp,Phone Call / FaceTime / Google Duo",,4.3,4.7,4.4,668,501
2023-05-12 14:00:23,2023-05-12 14:01:18,IP Address,100,55,True,2023-05-12 14:01:19,R_33413KBzXlJLvXP,anonymous,EN,P0019,,Off campus,Casually shopping,,,,Buying some jeans,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,3.8,4.2,4.5,179,586
2023-05-12 14:01:04,2023-05-12 14:01:52,IP Address,100,47,True,2023-05-12 14:01:53,R_2tDmboawezRNslM,anonymous,EN,P0016,,Off campus,Home,,,,Bed,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,1,1.1,1,101,340
2023-05-12 14:03:03,2023-05-12 14:03:51,IP Address,100,48,True,2023-05-12 14:03:52,R_1KvbUYLBu4g50bg,anonymous,EN,P0017,,Off campus,A restaurant,,,,Sleeping,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp,Text Messaging / iMessage",,1.6,3,1.4,201,300
2023-05-12 14:11:10,2023-05-12 14:13:50,IP Address,100,159,True,2023-05-12 14:13:51,R_1QhdhTA5PcQDdTD,anonymous,EN,P0022,,Off campus,Home,,,,"Practicing violin ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,6.2,5.9,6.2,574,166
2023-05-12 14:14:44,2023-05-12 14:15:21,IP Address,100,36,True,2023-05-12 14:15:22,R_3pm1Xe8pgQ1Gvvq,anonymous,EN,P0003,,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,481,655
2023-05-12 15:01:56,2023-05-12 15:02:36,IP Address,100,39,True,2023-05-12 15:02:36,R_2BmrINuVYotonSX,anonymous,EN,P0014,,Off campus,Home,,,,Taking nap,None,,5,4,5.5,527,639
2023-05-12 16:00:39,2023-05-12 16:01:13,IP Address,100,34,True,2023-05-12 16:01:14,R_1CEnQbNwyRFS8Zh,anonymous,EN,P0003,,On campus,,,BPB Business Partnership Building (USF Research Park),No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,3.9,3.9,3.9,638,504
2023-05-12 16:00:35,2023-05-12 16:02:47,IP Address,100,132,True,2023-05-12 16:02:48,R_3HzR31cue0n0RDT,anonymous,EN,P0017,,Off campus,At a family member's house,,,,"Sister’s house, babysitter","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp,Text Messaging / iMessage",,3,3,2,347,476
2023-05-12 16:02:15,2023-05-12 16:04:04,IP Address,100,108,True,2023-05-12 16:04:05,R_6z11pofjNbteS7T,anonymous,EN,P0016,,Off campus,Home,,,,"Preparing food, talking over call","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Phone Call / FaceTime / Google Duo",,3,1.5,3,194,610
2023-05-12 16:07:01,2023-05-12 16:07:56,IP Address,100,54,True,2023-05-12 16:07:57,R_1ik9bTCC0OcdJdV,anonymous,EN,P0019,,Off campus,At a friend's house,,,,Watching TV SHOW,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,3.7,4,4.7,266,628
2023-05-12 16:07:54,2023-05-12 16:08:31,IP Address,100,37,True,2023-05-12 16:08:32,R_Zn2hoUTmE9doLo5,anonymous,EN,P0011,,Off campus,Home,,,,Talking to family,Phone Call / FaceTime / Google Duo,,4.4,4.5,4.6,656,520
2023-05-12 16:47:50,2023-05-12 16:48:51,IP Address,100,60,True,2023-05-12 16:48:51,R_2zUt6GcsYY8U0kQ,anonymous,EN,P0014,,Off campus,Casually shopping,,,,"Talking with family, shopping","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,5,4,5,675,392
2023-05-12 17:59:08,2023-05-12 17:59:48,IP Address,100,40,True,2023-05-12 17:59:49,R_2rkB5QFx3gKjYdW,anonymous,EN,P0022,,Off campus,Other (please describe in 5 words or less),"Starbucks ",,,Driving,Text Messaging / iMessage,,6.3,5.6,5.7,587,372
2023-05-12 18:00:22,2023-05-12 18:01:05,IP Address,100,42,True,2023-05-12 18:01:05,R_3HRY8pHYJyUTVle,anonymous,EN,P0019,,Off campus,At a friend's house,,,,Playing FIFA,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,2,2.1,2.4,142,520
2023-05-12 18:00:30,2023-05-12 18:01:10,IP Address,100,40,True,2023-05-12 18:01:11,R_2urpeULedDqcvL8,anonymous,EN,P0003,,On campus,,,BPB Business Partnership Building (USF Research Park),No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3.9,4.1,4,650,481
2023-05-12 18:00:45,2023-05-12 18:01:35,IP Address,100,49,True,2023-05-12 18:01:36,R_3e84l9YPCC3fJ4j,anonymous,EN,P0014,,Off campus,Casually shopping,,,,"Shopping, driving, shower","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,6,6,6,667,290
2023-05-12 18:03:45,2023-05-12 18:04:40,IP Address,100,55,True,2023-05-12 18:04:41,R_R5oF4VFVOPFNUZP,anonymous,EN,P0016,,Off campus,Home,,,,"Call ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,1,2,1,99,389
2023-05-12 18:23:36,2023-05-12 18:24:17,IP Address,100,41,True,2023-05-12 18:24:18,R_3k6QDHOHGOiekt2,anonymous,EN,P0022,,Off campus,Other (please describe in 5 words or less),"Starbucks ",,,Talking,Text Messaging / iMessage,,6.4,6.4,6.7,638,217
2023-05-12 18:46:58,2023-05-12 18:47:41,IP Address,100,43,True,2023-05-12 18:47:42,R_1r6WWB8VAcIsbz0,anonymous,EN,P0017,,Off campus,Home,,,,Playing games,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp,Text Messaging / iMessage",,4,3,3,352,435
2023-05-12 20:01:28,2023-05-12 20:02:01,IP Address,100,32,True,2023-05-12 20:02:01,R_eswWStAAzIc7Tod,anonymous,EN,P0019,,Off campus,Other (please describe in 5 words or less),Gym,,,Cardio,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Phone Call / FaceTime / Google Duo",,3.2,3.6,3.9,151,533
2023-05-12 20:02:34,2023-05-12 20:04:18,IP Address,100,104,True,2023-05-12 20:04:18,R_ebQvNJlTaQXWkQV,anonymous,EN,P0016,,Off campus,Home,,,,Talking with my partner,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Phone Call / FaceTime / Google Duo",,5,2,5,460,412
2023-05-12 20:22:23,2023-05-12 20:23:25,IP Address,100,61,True,2023-05-12 20:23:26,R_1NfYFDmtMFBXdaC,anonymous,EN,P0014,,Off campus,Home,,,,"Dinner, watching tv","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,5.5,4,184,606
2023-05-12 20:33:55,2023-05-12 20:35:07,IP Address,100,71,True,2023-05-12 20:35:07,R_21tgeNnQ3PRdXdI,anonymous,EN,P0017,,Off campus,Home,,,,Gaming,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp,Text Messaging / iMessage",,3,3,3,296,388
2023-05-12 20:50:15,2023-05-12 20:51:40,IP Address,100,85,True,2023-05-12 20:51:41,R_2Cv7KtPJNRYtGPN,anonymous,EN,P0003,,Off campus,Home,,,,"Driving, eating","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,685,281
2023-05-12 21:18:38,2023-05-12 21:19:22,IP Address,100,43,True,2023-05-12 21:19:23,R_2TpDu8HyLw32Q8U,anonymous,EN,P0011,,Off campus,Home,,,,Cooked,"Discord / Slack / WhatsApp,Text Messaging / iMessage",,3.6,3.1,3,395,682
2023-05-12 21:42:00,2023-05-12 21:42:43,IP Address,100,42,True,2023-05-12 21:42:44,R_2fvZwadYGeGQ4Mh,anonymous,EN,P0022,,Off campus,Other (please describe in 5 words or less),Church,,,Girl chatting,Text Messaging / iMessage,,6.5,6.2,6.8,620,204
2023-05-15 10:00:58,2023-05-15 10:04:03,IP Address,100,184,True,2023-05-15 10:04:04,R_1TSGYMWfvpaW9CV,anonymous,EN,P0016,0484,Off campus,Home,,,,Sleep,E-mail,,4,4,4,385,673
2023-05-15 10:05:41,2023-05-15 10:06:59,IP Address,100,77,True,2023-05-15 10:07:00,R_OptXKThGAbeGfxn,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Driving, eating ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4.1,608,479
2023-05-15 10:24:34,2023-05-15 10:25:37,IP Address,100,62,True,2023-05-15 10:25:38,R_3fDa52LQ2Q21U3e,anonymous,EN,P0019,0677,Off campus,Home,,,,Getting ready,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.1,4.4,3.7,224,257
2023-05-15 10:38:30,2023-05-15 10:39:25,IP Address,100,54,True,2023-05-15 10:39:25,R_3m3RzzsrEnL2YNv,anonymous,EN,P0022,1921,Off campus,Home,,,,"Working on computer ","E-mail,Text Messaging / iMessage",,4.5,5.6,5.2,571,462
2023-05-15 10:51:08,2023-05-15 10:53:47,IP Address,100,159,True,2023-05-15 10:53:48,R_2VdXNQGD7HBPsq8,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work,,,"Driving, Work orientation","Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,5,219,157
2023-05-15 12:01:10,2023-05-15 12:05:31,IP Address,100,261,True,2023-05-15 12:05:31,R_CgoeIFB8TZlpzX3,anonymous,EN,P0016,0484,On campus,,,EDU Education Building,No,"Breakfast prep, house wotk, class prep","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail",,4,4,3.8,113,277
2023-05-15 12:08:26,2023-05-15 12:10:44,IP Address,100,138,True,2023-05-15 12:10:44,R_2tg2rT8I8bM5h5E,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work office,,,"Paperwork, training videos","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4.5,4.5,5,399,659
2023-05-15 12:18:05,2023-05-15 12:20:24,IP Address,100,138,True,2023-05-15 12:20:24,R_eJszO5dUKaNuwHT,anonymous,EN,P0019,0677,On campus,,,CHE Chemistry Building,No,Taking class,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,5.3,5.2,5.1,638,290
2023-05-15 12:24:25,2023-05-15 12:25:16,IP Address,100,50,True,2023-05-15 12:25:17,R_7WdBKK08Vkhjssh,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,2,4,3,258,300
2023-05-15 13:48:55,2023-05-15 13:55:28,IP Address,100,393,True,2023-05-15 13:55:29,R_2czQIINb6HIp6XN,anonymous,EN,P0027,5568,On campus,,,BDG Beard Drive Parking Garage,No,"Talking to Student Government ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3.1,4.5,4.4,611,543
2023-05-15 14:00:45,2023-05-15 14:01:49,IP Address,100,64,True,2023-05-15 14:01:50,R_1mPeSottzX0aHq6,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,621,420
2023-05-15 14:02:52,2023-05-15 14:04:31,IP Address,100,98,True,2023-05-15 14:04:31,R_9KnxpvNDrKjgqkh,anonymous,EN,P0019,0677,On campus,,,CHE Chemistry Building,No,"In class ",None,,6.5,6.5,7,644,538
2023-05-15 14:10:31,2023-05-15 14:11:14,IP Address,100,42,True,2023-05-15 14:11:14,R_2uEuMY0iJbmAuhH,anonymous,EN,P0011,8270,Off campus,Home,,,,"Talking o family ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4.1,385,666
2023-05-15 14:24:04,2023-05-15 14:26:00,IP Address,100,116,True,2023-05-15 14:26:01,R_31HNfSKphvDwN4n,anonymous,EN,P0016,0484,On campus,,,LIB Library,No,Class,None,,4,4,4,201,122
2023-05-15 12:20:39,2023-05-15 14:56:35,IP Address,100,9355,True,2023-05-15 14:56:36,R_1dFW3d0vY4MTSVR,anonymous,EN,P0022,1921,On campus,,,ISA Interdisciplinary Sciences Building,No,In class,Text Messaging / iMessage,,5.2,6,6,655,453
2023-05-15 14:56:39,2023-05-15 14:57:24,IP Address,100,45,True,2023-05-15 14:57:25,R_3KMV6EWYptkLQsX,anonymous,EN,P0022,1921,Off campus,Home,,,,Watching tv,"E-mail,Text Messaging / iMessage",,6.5,6.6,5.4,624,440
2023-05-15 16:00:21,2023-05-15 16:01:12,IP Address,100,51,True,2023-05-15 16:01:13,R_1GQchrRnhkfNvYk,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,1.8,4,1.8,146,227
2023-05-15 16:01:43,2023-05-15 16:03:34,IP Address,100,111,True,2023-05-15 16:03:35,R_x5vW57Gko5zNl8R,anonymous,EN,P0016,0484,On campus,,,LIB Library,No,"Smoking, catching up with friends",None,,4,4,4.1,399,662
2023-05-15 16:09:03,2023-05-15 16:09:44,IP Address,100,40,True,2023-05-15 16:09:44,R_psh7FWqGl5Mt0Ep,anonymous,EN,P0011,3270,Off campus,Home,,,,Are food,"Canvas,Discord / Slack / WhatsApp",,3.4,3.5,3.2,99,324
2023-05-15 18:00:26,2023-05-15 18:01:08,IP Address,100,42,True,2023-05-15 18:01:09,R_2Qufx8Hd6Wufh7l,anonymous,EN,P0019,0677,Off campus,Home,,,,Nap,None,,5.8,5.6,5.7,534,637
2023-05-15 18:00:54,2023-05-15 18:01:48,IP Address,100,54,True,2023-05-15 18:01:49,R_3qJP9w1FYB7iBkw,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,3.4,4,2.5,531,437
2023-05-15 18:01:14,2023-05-15 18:01:57,IP Address,100,43,True,2023-05-15 18:01:58,R_3EF6wWQ19L3W8BU,anonymous,EN,P0019,0677,Off campus,Home,,,,Sleeping,None,,5.8,5.6,5.8,560,633
2023-05-15 16:30:51,2023-05-15 18:03:26,IP Address,100,5554,True,2023-05-15 18:03:26,R_3kAnIgJQ96Eqdnk,anonymous,EN,P0014,8349,Off campus,Home,,,,Driving home,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.5,5,5.6,684,407
2023-05-15 18:03:31,2023-05-15 18:04:19,IP Address,100,48,True,2023-05-15 18:04:20,R_9nx3H9zT3mPmLIt,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work office,,,Work in lab,Text Messaging / iMessage,,5.8,5.6,6,556,146
2023-05-15 18:01:23,2023-05-15 18:04:20,IP Address,100,176,True,2023-05-15 18:04:20,R_1Lhw9VoKMcOGwdR,anonymous,EN,P0027,5568,Off campus,Home,,,,"School and Work ","Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.8,4.3,4.3,534,430
2023-05-15 18:12:41,2023-05-15 18:14:09,IP Address,100,87,True,2023-05-15 18:14:10,R_11ardEZvTf6PvqX,anonymous,EN,P0016,0484,Off campus,Home,,,,"Paperwork, bank work, resolved pharmacy issue ",Phone Call / FaceTime / Google Duo,,1.3,2,1.7,264,389
2023-05-15 18:47:49,2023-05-15 18:48:48,IP Address,100,59,True,2023-05-15 18:48:49,R_3ESBQ504VlVIms9,anonymous,EN,P0011,3270,Off campus,Home,,,,Did assginments,"Canvas,E-mail",,4,3.3,3,327,697
2023-05-15 19:13:58,2023-05-15 19:15:21,IP Address,100,82,True,2023-05-15 19:15:22,R_1r19vcGWGElVSCU,anonymous,EN,P0022,1921,Off campus,Home,,,,"Sleeping ",Text Messaging / iMessage,,5.7,5.9,6.8,689,398
2023-05-15 20:05:02,2023-05-15 20:05:34,IP Address,100,32,True,2023-05-15 20:05:35,R_3EnfQP6rFqllOqo,anonymous,EN,P0003,5886,Off campus,Home,,,,"Driving, laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3.9,4,3.8,625,458
2023-05-15 20:07:44,2023-05-15 20:09:09,IP Address,100,85,True,2023-05-15 20:09:10,R_bfKopifvsezBylr,anonymous,EN,P0014,8349,Off campus,Home,,,,Watching tv,Text Messaging / iMessage,,5,4.6,5.1,403,679
2023-05-15 20:07:22,2023-05-15 20:12:24,IP Address,100,302,True,2023-05-15 20:12:25,R_2YDOVnowIpMrtyN,anonymous,EN,P0016,0484,Off campus,Home,,,,Drunk during shower after arguing with partner,None,,1,1,1,397,79
2023-05-15 20:26:01,2023-05-15 20:27:17,IP Address,100,75,True,2023-05-15 20:27:17,R_1q8lYNm565ts87G,anonymous,EN,P0022,1921,Off campus,Home,,,,"Homework ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,6,6.1,6.3,611,449
2023-05-15 21:08:06,2023-05-15 21:09:15,IP Address,100,69,True,2023-05-15 21:09:16,R_2ysGNqx5HwvHoyG,anonymous,EN,P0027,5568,Off campus,At a friend's house,,,,Playing volleyball,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.4,2.5,6.7,608,201
2023-05-15 21:22:09,2023-05-15 21:22:59,IP Address,100,50,True,2023-05-15 21:23:00,R_2ZHMKOEoeSSOuEN,anonymous,EN,P0011,3270,Off campus,Home,,,,Studying,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail",,3.5,3.5,3.4,257,656
2023-05-16 10:00:48,2023-05-16 10:01:36,IP Address,100,47,True,2023-05-16 10:01:36,R_2S1bfoCeOskZUYN,anonymous,EN,P0019,0677,Off campus,Home,,,,"Breakfast, watching TV","Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,5,5.2,5.6,538,619
2023-05-16 10:01:34,2023-05-16 10:02:27,IP Address,100,52,True,2023-05-16 10:02:27,R_2BwJwtVzcFOTRt5,anonymous,EN,P0011,3270,Off campus,Home,,,,Attending class online,"Canvas,E-mail,Discord / Slack / WhatsApp",,4.5,4.2,2.9,114,317
2023-05-16 10:02:28,2023-05-16 10:03:53,IP Address,100,84,True,2023-05-16 10:03:54,R_3kbvGzJrbH7KuvU,anonymous,EN,P0022,1921,Off campus,Home,,,,"Sleeping ","E-mail,Text Messaging / iMessage",,6.5,6.2,7,638,243
